
100	60	20
84	72	76
80	76	72
60	84	84
72	68	80
64	52	72
76	84	84
76	80	84
76	68	96
84	64	84
72	60	76
72	72	72
88	72	80
60	64	76
84	72	64
68	84	68
88	60	68
